id	Assembly_id	AssemblyAccession	BioSampleAccession	BioSampleID	GenbankBioprojectAccession	GenbankID	RefseqBioprojectAccession	RefSeqCategory	RefSeqID	WGSAccession	Infraspecies	Isolate	Organism	SpeciesTaxonomicID	SpeciesName	TaxonomicID	AssemblyName	AssemblyStatus	AssemblyType	AssemblyCoverage	Chromosomes	ContigCount	ContigN50	ContigL50	NonChromosomalReplicons	Replicons	Scaffolds	ScaffoldN50	ScaffoldL50	TotalLength	UngappedLength	SubmitterOrganization	SubmissionDate	ReleaseDate	FTPAssemblyReport	FTPGenbank	FTPRefSeq	FTPStatsReport
34	1689511	GCA_003074175.1	SAMN05219216	5219216	PRJNA325080	6428988	None	na	None	LZNY01	I-3086	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM307417v1	Contig	haploid	48	0	502	26928	57	0	0	0	26928	57	4623780	4623780	Russian Research Anti-Plague institute "Microbe"	2018/04/30 00:00	2018/04/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/175/GCA_003074175.1_ASM307417v1/GCA_003074175.1_ASM307417v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/175/GCA_003074175.1_ASM307417v1	None	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/175/GCA_003074175.1_ASM307417v1/GCA_003074175.1_ASM307417v1_assembly_stats.txt
35	1627771	GCF_002993145.1	SAMN08634710	8634710	PRJNA224116	6202728	PRJNA224116	na	6239398	PVMU01	1393G	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM299314v1	Contig	haploid	48	0	215	46875	34	0	0	215	46875	34	4563137	4563137	Russian Research Anti-Plague institute "Microbe"	2018/03/10 00:00	2018/03/10 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/993/145/GCF_002993145.1_ASM299314v1/GCF_002993145.1_ASM299314v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/145/GCA_002993145.1_ASM299314v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/993/145/GCF_002993145.1_ASM299314v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/993/145/GCF_002993145.1_ASM299314v1/GCF_002993145.1_ASM299314v1_assembly_stats.txt
36	1623311	GCF_002981995.1	SAMN08625969	8625969	PRJNA224116	6187998	PRJNA224116	na	6223078	PVMB01	SCPM-O-DNA-17 (I-2457)	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM298199v1	Scaffold	haploid	43	0	180	56164	29	3	3	169	56164	29	4679672	4679672	SRCAMB	2018/03/07 00:00	2018/03/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/995/GCF_002981995.1_ASM298199v1/GCF_002981995.1_ASM298199v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/981/995/GCA_002981995.1_ASM298199v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/995/GCF_002981995.1_ASM298199v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/995/GCF_002981995.1_ASM298199v1/GCF_002981995.1_ASM298199v1_assembly_stats.txt
37	1623301	GCF_002981975.1	SAMN08625968	8625968	PRJNA224116	6187958	PRJNA224116	na	6222818	PVMA01	SCPM-O-DNA-16 (I-2422 pMT+)	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM298197v1	Scaffold	haploid	45	0	180	54952	29	3	3	169	54952	29	4686426	4686426	SRCAMB	2018/03/07 00:00	2018/03/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/975/GCF_002981975.1_ASM298197v1/GCF_002981975.1_ASM298197v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/981/975/GCA_002981975.1_ASM298197v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/975/GCF_002981975.1_ASM298197v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/975/GCF_002981975.1_ASM298197v1/GCF_002981975.1_ASM298197v1_assembly_stats.txt
38	1623291	GCF_002981955.1	SAMN08625965	8625965	PRJNA224116	6187938	PRJNA224116	na	6223598	PVLX01	SCPM-O-B-6212 (I-2238)	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM298195v1	Scaffold	haploid	37	0	167	54809	28	2	2	162	54809	28	4616215	4616215	SRCAMB	2018/03/07 00:00	2018/03/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/955/GCF_002981955.1_ASM298195v1/GCF_002981955.1_ASM298195v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/981/955/GCA_002981955.1_ASM298195v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/955/GCF_002981955.1_ASM298195v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/955/GCF_002981955.1_ASM298195v1/GCF_002981955.1_ASM298195v1_assembly_stats.txt
39	1623281	GCF_002981925.1	SAMN08625967	8625967	PRJNA224116	6187918	PRJNA224116	na	6223138	PVLZ01	SCPM-O-DNA-15 (I-2236)	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM298192v1	Scaffold	haploid	57	0	169	59177	27	2	2	164	59177	27	4621120	4621120	SRCAMB	2018/03/07 00:00	2018/03/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/925/GCF_002981925.1_ASM298192v1/GCF_002981925.1_ASM298192v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/981/925/GCA_002981925.1_ASM298192v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/925/GCF_002981925.1_ASM298192v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/925/GCF_002981925.1_ASM298192v1/GCF_002981925.1_ASM298192v1_assembly_stats.txt
40	1623271	GCF_002981895.1	SAMN08625964	8625964	PRJNA224116	6187858	PRJNA224116	na	6221998	PVLW01	SCPM-O-B-6301 (I-2231)	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM298189v1	Scaffold	haploid	50	0	175	59044	27	2	2	167	59044	27	4578646	4578646	SRCAMB	2018/03/07 00:00	2018/03/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/895/GCF_002981895.1_ASM298189v1/GCF_002981895.1_ASM298189v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/981/895/GCA_002981895.1_ASM298189v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/895/GCF_002981895.1_ASM298189v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/895/GCF_002981895.1_ASM298189v1/GCF_002981895.1_ASM298189v1_assembly_stats.txt
41	1623261	GCF_002981915.1	SAMN08625966	8625966	PRJNA224116	6187908	PRJNA224116	na	6222938	PVLY01	SCPM-O-B-6218 (I-3190)	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM298191v1	Scaffold	haploid	53	0	180	55802	29	2	2	168	55802	29	4680847	4680847	SRCAMB	2018/03/07 00:00	2018/03/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/915/GCF_002981915.1_ASM298191v1/GCF_002981915.1_ASM298191v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/981/915/GCA_002981915.1_ASM298191v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/915/GCF_002981915.1_ASM298191v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/981/915/GCF_002981915.1_ASM298191v1/GCF_002981915.1_ASM298191v1_assembly_stats.txt
42	1316081	GCF_002529545.1	SAMN07722810	7722810	PRJNA224116	5295418	PRJNA224116	na	5359528	PDBR01	UC91309	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM252954v1	Contig	haploid	45	0	215	51731	30	0	0	215	51731	30	4517470	4517470	Northern Arizona University	2017/10/11 00:00	2017/10/11 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/529/545/GCF_002529545.1_ASM252954v1/GCF_002529545.1_ASM252954v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/545/GCA_002529545.1_ASM252954v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/529/545/GCF_002529545.1_ASM252954v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/529/545/GCF_002529545.1_ASM252954v1/GCF_002529545.1_ASM252954v1_assembly_stats.txt
43	1254981	GCA_002412305.1	SAMN05017696	5017696	PRJNA322135	5154498	None	na	None	LYMF01	A-1809	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	Y.pestis_A-1809	Contig	haploid	48	0	422	27610	54	0	0	422	27610	54	4564961	4564961	Russian Research Anti-Plague Institute Microbe	2017/10/03 00:00	2017/10/03 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/305/GCA_002412305.1_Y.pestis_A-1809/GCA_002412305.1_Y.pestis_A-1809_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/305/GCA_002412305.1_Y.pestis_A-1809	None	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/305/GCA_002412305.1_Y.pestis_A-1809/GCA_002412305.1_Y.pestis_A-1809_assembly_stats.txt
44	1254961	GCA_002412225.1	SAMN05149973	5149973	PRJNA322242	5154448	None	na	None	LYMP01	A-1486	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	Y.pestis_A-1486	Contig	haploid	48	0	499	23688	58	0	0	499	23688	58	4564774	4564774	Russian Research Anti-Plague Institute Microbe	2017/10/03 00:00	2017/10/03 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/225/GCA_002412225.1_Y.pestis_A-1486/GCA_002412225.1_Y.pestis_A-1486_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/225/GCA_002412225.1_Y.pestis_A-1486	None	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/225/GCA_002412225.1_Y.pestis_A-1486/GCA_002412225.1_Y.pestis_A-1486_assembly_stats.txt
45	1254941	GCA_002412245.1	SAMN05150065	5150065	PRJNA322252	5154428	None	na	None	LYMQ01	A-1691	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	Y.pestis_A-1691	Contig	haploid	48	0	399	23689	60	0	0	399	23689	60	4615196	4615196	Russian Research Anti-Plague Institute Microbe	2017/10/03 00:00	2017/10/03 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/245/GCA_002412245.1_Y.pestis_A-1691/GCA_002412245.1_Y.pestis_A-1691_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/245/GCA_002412245.1_Y.pestis_A-1691	None	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/245/GCA_002412245.1_Y.pestis_A-1691/GCA_002412245.1_Y.pestis_A-1691_assembly_stats.txt
46	1254931	GCA_002412235.1	SAMN05149969	5149969	PRJNA322239	5154408	None	na	None	LYMN01	A-1249	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	Y.pestis_A-1249	Contig	haploid	48	0	321	35084	46	0	0	321	35084	46	4573487	4573487	Russian Research Anti-Plague Institute Microbe	2017/10/03 00:00	2017/10/03 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/235/GCA_002412235.1_Y.pestis_A-1249/GCA_002412235.1_Y.pestis_A-1249_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/235/GCA_002412235.1_Y.pestis_A-1249	None	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/235/GCA_002412235.1_Y.pestis_A-1249/GCA_002412235.1_Y.pestis_A-1249_assembly_stats.txt
47	1254921	GCA_002412255.1	SAMN05162891	5162891	PRJNA322440	5154398	None	na	None	LYOL01	A-1836	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	Y.pestis_A-1836	Contig	haploid	48	0	300	33846	47	0	0	300	33846	47	4613199	4613199	Russian Research Anti-Plague Institute Microbe	2017/10/03 00:00	2017/10/03 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/255/GCA_002412255.1_Y.pestis_A-1836/GCA_002412255.1_Y.pestis_A-1836_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/255/GCA_002412255.1_Y.pestis_A-1836	None	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/412/255/GCA_002412255.1_Y.pestis_A-1836/GCA_002412255.1_Y.pestis_A-1836_assembly_stats.txt
48	1130001	GCF_002188855.1	SAMN05521438	5521438	PRJNA224116	4580298	PRJNA224116	na	4589248	NHND01	SCPM-O-DNA-13	None	Yersinia pestis subsp. microtus (enterobacteria)	632	Yersinia pestis	1234659	ASM218885v1	Scaffold	haploid	53	0	197	49634	31	3	3	187	49634	31	4590539	4590539	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/855/GCF_002188855.1_ASM218885v1/GCF_002188855.1_ASM218885v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/855/GCA_002188855.1_ASM218885v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/855/GCF_002188855.1_ASM218885v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/855/GCF_002188855.1_ASM218885v1/GCF_002188855.1_ASM218885v1_assembly_stats.txt
49	1129991	GCF_002188835.1	SAMN05521439	5521439	PRJNA224116	4580288	PRJNA224116	na	4588328	NHNE01	SCPM-O-DNA-14	None	Yersinia pestis subsp. microtus (enterobacteria)	632	Yersinia pestis	1234659	ASM218883v1	Scaffold	haploid	55	0	185	49638	31	3	3	175	49638	31	4667715	4667715	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/835/GCF_002188835.1_ASM218883v1/GCF_002188835.1_ASM218883v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/835/GCA_002188835.1_ASM218883v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/835/GCF_002188835.1_ASM218883v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/835/GCF_002188835.1_ASM218883v1/GCF_002188835.1_ASM218883v1_assembly_stats.txt
50	1129981	GCF_002188845.1	SAMN05521437	5521437	PRJNA224116	4580278	PRJNA224116	na	4589188	NHNC01	SCPM-O-DNA-12	None	Yersinia pestis subsp. microtus bv. Xilingolensis (enterobacteria)	632	Yersinia pestis	1679171	ASM218884v1	Scaffold	haploid	61	0	180	56243	28	3	3	170	56243	28	4642684	4642684	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/845/GCF_002188845.1_ASM218884v1/GCF_002188845.1_ASM218884v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/845/GCA_002188845.1_ASM218884v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/845/GCF_002188845.1_ASM218884v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/845/GCF_002188845.1_ASM218884v1/GCF_002188845.1_ASM218884v1_assembly_stats.txt
51	1129971	GCF_002188815.1	SAMN05521436	5521436	PRJNA224116	4580238	PRJNA224116	na	4588308	NHNB01	SCPM-O-DNA-11	None	Yersinia pestis subsp. microtus bv. Xilingolensis (enterobacteria)	632	Yersinia pestis	1679171	ASM218881v1	Scaffold	haploid	60	0	195	54935	29	3	3	183	54935	29	4643289	4643289	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/815/GCF_002188815.1_ASM218881v1/GCF_002188815.1_ASM218881v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/815/GCA_002188815.1_ASM218881v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/815/GCF_002188815.1_ASM218881v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/815/GCF_002188815.1_ASM218881v1/GCF_002188815.1_ASM218881v1_assembly_stats.txt
52	1129961	GCF_002188775.1	SAMN05521434	5521434	PRJNA224116	4580218	PRJNA224116	na	4587928	NHMZ01	SCPM-O-DNA-09	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218877v1	Scaffold	haploid	56	0	179	57412	31	3	3	168	57412	31	4650126	4650126	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/775/GCF_002188775.1_ASM218877v1/GCF_002188775.1_ASM218877v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/775/GCA_002188775.1_ASM218877v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/775/GCF_002188775.1_ASM218877v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/775/GCF_002188775.1_ASM218877v1/GCF_002188775.1_ASM218877v1_assembly_stats.txt
53	1129951	GCF_002188765.1	SAMN05521432	5521432	PRJNA224116	4580208	PRJNA224116	na	4588668	NHMX01	SCPM-O-DNA-07	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218876v1	Scaffold	haploid	52	0	182	52855	33	3	3	168	52855	33	4612130	4612130	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/765/GCF_002188765.1_ASM218876v1/GCF_002188765.1_ASM218876v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/765/GCA_002188765.1_ASM218876v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/765/GCF_002188765.1_ASM218876v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/765/GCF_002188765.1_ASM218876v1/GCF_002188765.1_ASM218876v1_assembly_stats.txt
54	1129941	GCF_002188755.1	SAMN05521435	5521435	PRJNA224116	4580188	PRJNA224116	na	4588248	NHNA01	SCPM-O-DNA-10	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218875v1	Scaffold	haploid	54	0	184	52867	32	3	3	170	52867	32	4637667	4637667	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/755/GCF_002188755.1_ASM218875v1/GCF_002188755.1_ASM218875v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/755/GCA_002188755.1_ASM218875v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/755/GCF_002188755.1_ASM218875v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/755/GCF_002188755.1_ASM218875v1/GCF_002188755.1_ASM218875v1_assembly_stats.txt
55	1129931	GCF_002188725.1	SAMN05521433	5521433	PRJNA224116	4580158	PRJNA224116	na	4588628	NHMY01	SCPM-O-DNA-08	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218872v1	Scaffold	haploid	41	0	198	51170	33	3	3	187	51170	33	4652539	4652539	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/725/GCF_002188725.1_ASM218872v1/GCF_002188725.1_ASM218872v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/725/GCA_002188725.1_ASM218872v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/725/GCF_002188725.1_ASM218872v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/725/GCF_002188725.1_ASM218872v1/GCF_002188725.1_ASM218872v1_assembly_stats.txt
56	1129921	GCF_002188685.1	SAMN05521431	5521431	PRJNA224116	4580138	PRJNA224116	na	4588208	NHMW01	SCPM-O-DNA-06	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218868v1	Scaffold	haploid	67	0	172	51192	33	3	3	157	51192	33	4647570	4647570	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/685/GCF_002188685.1_ASM218868v1/GCF_002188685.1_ASM218868v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/685/GCA_002188685.1_ASM218868v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/685/GCF_002188685.1_ASM218868v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/685/GCF_002188685.1_ASM218868v1/GCF_002188685.1_ASM218868v1_assembly_stats.txt
57	1121371	GCF_002173805.1	SAMN05521428	5521428	PRJNA224116	4558058	PRJNA224116	na	4564108	NHYI01	SCPM-O-DNA-03	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM217380v1	Scaffold	haploid	46	0	211	48122	33	3	3	199	48122	33	4651412	4651412	SRCAMB	2017/06/06 00:00	2017/06/06 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/805/GCF_002173805.1_ASM217380v1/GCF_002173805.1_ASM217380v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/805/GCA_002173805.1_ASM217380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/805/GCF_002173805.1_ASM217380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/805/GCF_002173805.1_ASM217380v1/GCF_002173805.1_ASM217380v1_assembly_stats.txt
58	1121351	GCF_002173815.1	SAMN05521426	5521426	PRJNA224116	4558018	PRJNA224116	na	4563948	NHYH01	SCPM-O-DNA-01	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM217381v1	Scaffold	haploid	57	0	181	58096	31	2	2	170	58096	31	4641984	4641984	SRCAMB	2017/06/06 00:00	2017/06/06 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/815/GCF_002173815.1_ASM217381v1/GCF_002173815.1_ASM217381v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/815/GCA_002173815.1_ASM217381v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/815/GCF_002173815.1_ASM217381v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/815/GCF_002173815.1_ASM217381v1/GCF_002173815.1_ASM217381v1_assembly_stats.txt
59	1121341	GCF_002173795.1	SAMN05521430	5521430	PRJNA224116	4558008	PRJNA224116	na	4564088	NHYJ01	SCPM-O-DNA-05	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM217379v1	Scaffold	haploid	69	0	187	55165	32	3	3	175	55165	32	4650263	4650263	SRCAMB	2017/06/06 00:00	2017/06/06 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/795/GCF_002173795.1_ASM217379v1/GCF_002173795.1_ASM217379v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/795/GCA_002173795.1_ASM217379v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/795/GCF_002173795.1_ASM217379v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/795/GCF_002173795.1_ASM217379v1/GCF_002173795.1_ASM217379v1_assembly_stats.txt
60	1117161	GCF_002165475.1	SAMN04992971	4992971	PRJNA224116	4547198	PRJNA224116	na	4547908	MTZZ01	SCPM-O-B-7005	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM216547v1	Scaffold	haploid	42	0	190	49753	34	2	2	178	49753	34	4569487	4569487	SRCAMB	2017/05/10 00:00	2017/05/10 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/475/GCF_002165475.1_ASM216547v1/GCF_002165475.1_ASM216547v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/475/GCA_002165475.1_ASM216547v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/475/GCF_002165475.1_ASM216547v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/475/GCF_002165475.1_ASM216547v1/GCF_002165475.1_ASM216547v1_assembly_stats.txt
61	1095501	GCF_002127375.1	SAMN04992974	4992974	PRJNA224116	4464188	PRJNA224116	na	4502638	MTZX01	SCPM-O-B-6994	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM212737v1	Scaffold	haploid	240	0	188	48909	35	2	2	172	48909	35	4558616	4558616	SRCAMB	2017/05/10 00:00	2017/05/10 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/375/GCF_002127375.1_ASM212737v1/GCF_002127375.1_ASM212737v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/375/GCA_002127375.1_ASM212737v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/375/GCF_002127375.1_ASM212737v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/375/GCF_002127375.1_ASM212737v1/GCF_002127375.1_ASM212737v1_assembly_stats.txt
62	1095491	GCF_002127365.1	SAMN04992968	4992968	PRJNA224116	4464178	PRJNA224116	na	4502558	MTZY01	SCPM-O-B-7111	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM212736v1	Scaffold	haploid	59	0	191	48281	35	2	2	180	48281	35	4567036	4567036	SRCAMB	2017/05/10 00:00	2017/05/10 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/365/GCF_002127365.1_ASM212736v1/GCF_002127365.1_ASM212736v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/365/GCA_002127365.1_ASM212736v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/365/GCF_002127365.1_ASM212736v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/365/GCF_002127365.1_ASM212736v1/GCF_002127365.1_ASM212736v1_assembly_stats.txt
